timestamp,position,gt_position,action,gt_action,response_time,sync,is_action_correct,is_position_correct
1615644991.3739085,3 2 1,2 3 1,hair,hair,0.003002166748046875,0.005,True,False
1615644991.379914,3 2 1,1 3 2,hair,hair,0.0030028820037841797,0.005,True,False
1615644991.3849185,3 2 1,1 3 2,hair,hair,0.001001119613647461,0.005,True,False
1615644991.3909237,3 2 1,2 3 1,hair,hair,0.002001523971557617,0.005,True,False
1615644991.3969293,3 2 1,3 2 1,hair,hair,0.002001047134399414,0.005,True,True
1615644991.4029348,3 2 1,1 3 2,hair,hair,0.0020017623901367188,0.005,True,False
1615644991.4109423,3 2 1,2 1 3,hair,hair,0.003002643585205078,0.005,True,False
1615644991.44197,3 2 1,1 2 3,hair,hair,0.027024030685424805,0.005,True,False
1615644991.448977,3 2 1,2 1 3,hair,hair,0.002001523971557617,0.005,True,False
1615644991.4569838,3 2 1,1 3 2,hair,hair,0.0030028820037841797,0.005,True,False
1615644991.4619887,3 2 1,1 3 2,hair,hair,0.0010008811950683594,0.005,True,False
1615644991.4689507,3 2 1,1 3 2,hair,hair,0.001999378204345703,0.005,True,False
1615644991.4759574,3 2 1,3 2 1,hair,hair,0.0020017623901367188,0.005,True,True
1615644991.484201,3 2 1,2 1 3,hair,hair,0.0030024051666259766,0.005,True,False
1615644991.4912076,3 2 1,1 3 2,hair,hair,0.0020012855529785156,0.005,True,False
1615644991.498214,3 2 1,2 1 3,hair,hair,0.0030028820037841797,0.005,True,False
1615644991.5094218,3 2 1,2 1 3,hair,hair,0.007010459899902344,0.005,True,False
1615644991.516772,3 2 1,2 3 1,hair,hair,0.0023446083068847656,0.005,True,False
1615644991.5249605,3 2 1,3 1 2,hair,hair,0.0035049915313720703,0.005,True,False
1615644991.53181,3 2 1,2 3 1,hair,hair,0.002851247787475586,0.005,True,False
1615644991.5388162,3 2 1,3 2 1,hair,hair,0.002001523971557617,0.005,True,True
1615644991.5458302,3 2 1,3 1 2,hair,hair,0.0019948482513427734,0.005,True,False
1615644991.552981,3 2 1,1 2 3,hair,hair,0.0031468868255615234,0.005,True,False
1615644991.5601213,3 2 1,2 1 3,hair,hair,0.0025005340576171875,0.005,True,False
1615644991.5680475,3 2 1,2 3 1,hair,hair,0.0031838417053222656,0.005,True,False
1615644991.5750523,3 2 1,2 3 1,hair,hair,0.0030031204223632812,0.005,True,False
1615644991.5812912,3 2 1,2 1 3,hair,hair,0.0023996829986572266,0.005,True,False
1615644991.5877225,3 2 1,3 2 1,hair,hair,0.002001523971557617,0.005,True,True
1615644991.5949824,3 2 1,3 1 2,hair,hair,0.002975940704345703,0.005,True,False
1615644991.6024241,3 2 1,3 1 2,hair,hair,0.003498554229736328,0.005,True,False
1615644991.608204,3 2 1,3 2 1,hair,hair,0.0020017623901367188,0.005,True,True
1615644991.6151483,3 2 1,1 2 3,hair,hair,0.003003358840942383,0.005,True,False
1615644991.623155,3 2 1,2 1 3,hair,hair,0.004004001617431641,0.005,True,False
